title,metacritic_score,user_score
Cowboys & Aliens,50,6.0
The Purge: Anarchy,50,6.3
Alfie,49,7.8
The Ballad of Bering Strait,49,7.9
The Four Feathers,49,7.9
Behind Enemy Lines,49,6.1
The Crimson Rivers,49,7.8
Where the Money Is,49,8.1
B. Monkey,49,8.1
Mickey Blue Eyes,49,8.6
The Tribes of Palos Verdes,49,5.8
Dreaming Lhasa,49,6.2
The Mighty Macs,49,6.2
Space Station 76,49,5.9
A Nightmare on Elm Street 3: Dream Warriors,49,7.8
Wilson,49,5.2
Cassandra's Dream,49,7.9
Half Magic,49,6.3
The Killing of John Lennon,49,6.3
Escape Plan,49,7.9
Kidnapped,49,5.0
Nabbeun namja,49,6.7
Guess Who,49,8.8
Sex Drive,49,7.2
Daddy's Little Girls,49,5.5
Meeting Resistance,49,4.4
Special Treatment,49,4.4
Orwell Rolls in His Grave,49,4.4
S1m0ne,49,8.9
Addicted to Love,49,8.6
Starbuck,49,7.1
Death of a President,49,6.2
Enemies Closer,49,5.8
Lucky You,49,6.4
Far and Away,49,7.2
Clifford's Really Big Movie,49,7.4
The Good German,49,7.1
Casper,49,7.6
All I Wish,49,5.4
Henry's Crime,49,5.4
Demolition,49,7.1
Legend of the Fist: The Return of Chen Zhen,49,6.1
2012,49,5.4
A Man's Story,49,4.8
The Reckoning,49,4.8
Paid in Full,49,6.0
Jackpot,49,6.5
"Mystery, Alaska",49,8.6
Loitering with Intent,49,7.2
Please Stand By,49,7.2
The Mosquito Coast,49,7.3
Out to Sea,49,0
Jane's Journey,49,6.2
The Sacrament,49,6.1
Body,49,6.7
Beauty Remains,49,6.7
Al Franken: God Spoke,49,6.7
Love Is in the Air,49,5.7
Just Like Us,49,2.6
One Direction: This Is Us,49,2.6
Heartburn,49,4.5
Set Fire to the Stars,49,4.5
Queens,49,4.5
TRON: Legacy,49,7.1
"Paul, Apostle of Christ",49,7.7
Den of Thieves,49,6.4
The Fifth Estate,49,6.2
Beyond the Black Rainbow,49,7.1
The Thing,49,6.3
Nicotina,49,6.5
Tycoon: A New Russian,49,7.4
Sidewalks of New York,49,7.4
Final Fantasy: The Spirits Within,49,6.2
Auggie Rose,49,2.2
The 6th Day,49,2.2
My Fellow Americans,49,6.9
American Reunion,49,6.9
Krampus,49,7.6
Desert Dancer,49,5.8
The Best Offer,49,7.7
The Sentinel,49,6.2
The Money Pit,49,6.8
Big Sur,49,5.4
"New York, I Love You",49,5.4
People Like Us,49,6.3
Texas Killing Fields,49,6.5
Gerrymandering,49,5.4
Jane Got a Gun,49,5.4
The Private Lives of Pippa Lee,49,5.9
Shoot 'Em Up,49,8.1
Broken City,49,5.5
The Grudge,49,3.2
Benji: Off the Leash!,49,4.7
Good Boy!,49,6.2
The Business of Fancydancing,49,7.5
Big Bad Love,49,6.8
The Way of the Gun,49,2.0
Conspiracy Theory,49,6.2
Terminator Salvation,49,5.9
Ice Age: Continental Drift,49,5.8
Hancock,49,6.4
Maya the Bee Movie,49,2.8
The Favor,49,5.4
Callas Forever,49,5.4
Antichrist,49,7.2
La Rafle (The Round Up),49,7.5
Four Brothers,49,6.3
Sleuth,49,5.7
Mars Needs Moms,49,4.5
Django,49,8.8
Flannel Pajamas,49,6.4
Frankenstein's Army,49,4.7
Kalifornia,49,8.6
The Man Who Copied,49,7.2
Words and Pictures,49,5.9
Harvard Man,49,1.4
Harrison's Flowers,49,5.4
China: The Panda Adventure,49,7.7
Bedazzled,49,7.7
Stars in Shorts,49,5.0
The Whore's Son,49,5.0
Cheerful Weather for the Wedding,49,5.0
Tristan and Isolde,49,8.0
V/H/S/2,49,7.0
Sleepers,49,8.6
The Wannabe,49,5.6
The Last Shaman,49,5.5
Insidious: The Last Key,49,5.5
When Comedy Went to School,49,7.3
Stuck in Love,49,7.3
The Pirates Who Don't Do Anything: A VeggieTales Movie,49,6.8
Cooties,49,6.5
Riddick,49,7.1
Great Directors,49,4.0
I Think I Love My Wife,49,6.1
National Lampoon's Christmas Vacation,49,8.8
Around the World in 80 Days,49,5.9
Men in Black II,49,6.4
The Monkey's Mask,49,4.6
Dead or Alive,49,4.6
Green Dragon,49,5.2
School Daze,49,7.8
The Flying Scotsman,49,7.8
GMO OMG,49,3.6
Father of the Bride Part II,49,7.5
Everybody Has a Plan,49,2.7
The Black Dahlia,49,2.7
The Ultimate Gift,49,8.5
Jamie Marks Is Dead,49,5.6
Welcome to the Punch,49,6.0
Blessed Is the Match: The Life and Death of Hannah Senesh,49,0
Species,49,0
Glee: The 3D Concert Movie,48,6.2
The Muslims Are Coming!,48,5.3
Saw III,48,6.7
Ted 2,48,6.2
All We Had,48,7.0
The Theory of Flight,48,6.0
Divergent,48,6.0
The Greatest Showman,48,7.5
And While We Were Here,48,5.5
Phantasm: Ravager,48,5.5
Last Vegas,48,6.9
HairBrained,48,5.5
Trudell,48,6.8
The Bang Bang Club,48,6.8
My Amityville Horror,48,8.5
Spanglish,48,8.5
Project X,48,6.0
Bounty Killer,48,7.5
It's Only the End of the World,48,7.3
Virgin,48,6.5
The Gatekeeper,48,6.5
50 First Dates,48,6.5
Sinbad: Legend of the Seven Seas,48,6.4
Tears of the Sun,48,6.6
Power and Terror: Noam Chomsky in Our Times,48,6.3
Lucky Break,48,3.7
The Young Girl and the Monsoon,48,3.7
Taxman,48,3.7
The Man in the Iron Mask,48,6.3
Every Day,48,6.5
Ju-on: The Grudge,48,7.5
Jungle,48,6.6
The Drowning Pool,48,5.7
The Counselor,48,5.7
Song One,48,6.7
Easy Money,48,7.2
The Hawk Is Dying,48,7.2
Red Hook Summer,48,4.8
Solomon Kane,48,6.7
Paris Can Wait,48,4.9
The Oh in Ohio,48,7.7
Backstabbing for Beginners,48,6.4
The Take,48,6.4
Martin & Orloff,48,8.5
Prey for Rock & Roll,48,8.5
Janice Beard,48,4.9
Final,48,8.4
Rush Hour 2,48,8.4
Sugar & Spice,48,9.2
Scary Movie,48,3.7
Albino Alligator,48,8.2
Caddyshack,48,7.3
Planes: Fire & Rescue,48,4.9
Emperor,48,6.0
Tomb Raider,48,6.7
Chicken Little,48,5.4
21,48,6.3
I'm Gonna Git You Sucka,48,6.8
Civic Duty,48,6.8
Chloe,48,5.6
The Core,48,5.4
The Santa Clause 2,48,6.0
Elvira's Haunted Hills,48,5.9
Super Troopers,48,7.7
Orange County,48,7.2
Maze,48,5.7
Hit and Runway,48,5.7
Vertical Limit,48,5.7
The Mummy,48,8.8
From Dusk Till Dawn,48,8.7
Some Girl(s),48,4.4
300: Rise of an Empire,48,6.0
Lockout,48,7.8
Carnage Park,48,5.3
Crazy Wisdom: The Life & Times of Chogyam Trungpa Rinpoche,48,5.7
Picasso and Braque Go to the Movies,48,5.7
Memoirs of an Invisible Man,48,5.7
Sleeping with the Enemy,48,5.7
Bullet to the Head,48,5.7
The Sicilian Girl,48,6.5
Star Trek: The Motion Picture,48,6.5
Not Forgotten,48,5.1
Kiss of the Damned,48,5.1
I'm Still Here,48,6.0
The Girl on the Train,48,6.0
Angels & Demons,48,6.2
Incantato,48,8.7
Dummy,48,8.7
High Crimes,48,6.3
Shallow Hal,48,5.3
The Fantasticks,48,6.8
Orgazmo,48,7.6
Alien Trespass,48,6.5
The Longest Yard,48,7.4
One Day,48,6.0
Writer of O,48,0
Gerontophilia,48,0
Hungry Hearts,48,0
"Small, Beautifully Moving Parts",48,0
Wonderful World,48,0
American Gun,48,6.4
The Rider Named Death,48,5.7
Mr. Magorium's Wonder Emporium,48,5.7
The Perfect Host,48,6.4
Step Up,48,7.4
Dirty Laundry,48,8.7
Penelope,48,8.7
Porto,48,6.0
Admission,48,6.0
Womb,48,6.7
3 Needles,48,5.7
Paradise Road,48,5.7
Particles of Truth,48,6.8
Divine Secrets of the Ya-Ya Sisterhood,48,5.4
The Real Blonde,48,6.6
Beverly Hills Cop II,48,6.6
Airplane II: The Sequel,48,7.6
The FP,48,7.6
Martian Child,48,7.6
Leap!,48,6.0
"No God, No Master",48,6.0
Morning,48,5.7
Yelling to the Sky,48,5.7
The Sweeney,48,5.7
The Mountain Between Us,48,5.1
Rememory,48,5.5
The Great Raid,48,8.1
Black Nativity,48,6.0
Night at the Museum,48,6.8
En kærlighedshistorie,48,5.9
Beyond the Ocean,48,5.9
Condo Painting,48,5.9
17 Again,48,5.9
Adam & Steve,48,6.8
F/X2,48,3.5
Rock Dog,48,6.5
Pet,48,6.9
The Thing About My Folks,48,7.4
Frances,48,7.9
Buffy the Vampire Slayer,48,7.9
The Proposal,48,6.6
Jayne Mansfield's Car,48,7.0
The Strangers: Prey at Night,48,5.3
King Cobra,48,5.9
Blue Like Jazz,48,6.7
National Treasure: Book of Secrets,48,5.8
The World Made Straight,48,7.9
To the Arctic,48,7.9
A Love Song for Bobby Long,48,7.9
Shark Tale,48,6.9
xXx,48,3.7
Hard Ball,48,2.7
The Mummy Returns,48,3.3
Morgan,48,5.5
Hannah Montana: The Movie,47,5.2
Percy Jackson & the Olympians: The Lightning Thief,47,5.1
The Catechism Cataclysm,47,8.8
Willow,47,8.8
Being Charlie,47,5.7
One Crazy Summer,47,5.7
One & Two,47,5.7
Coffee Date,47,5.3
Fun with Dick and Jane,47,5.3
Bella,47,7.9
Dumbstruck,47,8.4
Cote d'Azur,47,8.4
Accepted,47,8.4
3 Generations,47,3.8
Before the Rains,47,3.8
Easy,47,3.8
The Guru,47,5.0
Borstal Boy,47,8.1
Better Than Sex,47,7.2
Brother,47,6.9
Josie and the Pussycats,47,8.6
What Women Want,47,6.7
Chaplin,47,6.5
La mission,47,6.5
The Pick-up Artist,47,6.2
Dancing Across Borders,47,6.2
MI-5,47,6.2
Hotel de Love,47,6.5
Regarding Henry,47,6.5
A Good Year,47,6.5
The Box,47,2.7
I Feel Pretty,47,3.0
RED 2,47,6.6
The Whole Nine Yards,47,8.7
Railroad Tigers,47,6.2
Boarding Gate,47,6.2
Failure to Launch,47,5.6
Pee-wee's Big Adventure,47,7.6
Proteus,47,8.7
The Girl Next Door,47,8.7
The Passion of the Christ,47,6.5
Hotel,47,4.8
WXIII: Patlabor the Movie 3,47,5.3
What to Do in Case of Fire,47,7.1
Simon Magus,47,0
Shooting Fish,47,0
Same Kind of Different as Me,47,6.7
Night at the Museum: Secret of the Tomb,47,6.0
He's Just Not That Into You,47,6.0
Noma: My Perfect Storm,47,4.6
The Matrix Revolutions,47,4.6
In the Land of Women,47,5.5
In the Heart of the Sea,47,6.8
Jennifer's Body,47,5.6
Mary Shelley,47,5.4
The M Word,47,5.4
Bad Teacher,47,5.4
The Little Traitor,47,6.3
Frankie & Alice,47,6.3
Fat Girls,47,6.3
Lions for Lambs,47,5.0
The Architect,47,8.2
Flight of the Phoenix,47,8.2
Ladder 49,47,7.9
"Legally Blonde 2: Red, White & Blonde",47,5.3
By Hook or by Crook,47,8.2
Heartbreakers,47,8.9
Lies,47,5.8
Bittersweet Motel,47,8.0
Burlesque,47,7.1
A Cure for Wellness,47,6.9
Restless,47,7.2
Jack Reacher: Never Go Back,47,5.6
Flyboys,47,6.8
The Dressmaker,47,6.8
Young Ones,47,5.1
Swing Vote,47,6.0
Choke,47,8.7
Coming to America,47,8.5
1492: Conquest of Paradise,47,6.6
All In: The Poker Movie,47,6.6
Where the Truth Lies,47,6.6
I Am David,47,6.1
Who Killed Bambi?,47,6.2
Shall We Dance,47,6.2
The Last Shot,47,7.8
Luther,47,6.5
The Next Big Thing,47,7.2
The Shipping News,47,7.2
Sordid Lives,47,8.7
The Hidden Wars of Desert Storm,47,8.7
The Legend of Bagger Vance,47,8.7
Where's Marlowe?,47,5.6
Hiding Out,47,5.6
Halloween (2007),47,5.6
Reno 911!: Miami,47,5.1
The Lost City,47,8.0
I Saw the Light,47,5.0
Parked,47,6.9
The Hitman's Bodyguard,47,6.4
Poltergeist,47,3.5
The Wild,47,4.9
The Day After Tomorrow,47,6.6
Puerto Ricans in Paris,47,6.3
Hercules,47,6.3
Crash,47,2.2
The Strangers,47,8.0
Full Grown Men,47,8.1
The Trip,47,8.1
Murder at 1600,47,7.7
Primal Fear,47,8.8
Rambo: First Blood Part II,47,4.8
Mary Magdalene,47,4.8
The Legend of Zorro,47,4.8
Max,47,6.1
27 Dresses,47,5.8
"Crouching Tiger, Hidden Dragon: Sword of Destiny",47,5.2
Mouth to Mouth,47,7.6
Masterminds,47,5.5
What Happened to Monday,47,6.4
The Time Traveler's Wife,47,7.9
Thunder and the House of Magic,47,5.4
Project Almanac,47,5.4
Robot Overlords,47,4.3
Man on Fire,47,8.9
The Prince and Me,47,8.6
From the Edge of the City,47,3.8
Black and White,47,3.8
The General's Daughter,47,3.8
Pushing Tin,47,3.0
Psycho,47,7.8
Silver City,47,5.7
The Ardennes,47,4.5
Herbie Fully Loaded,47,4.5
The Great Gilly Hopkins,47,5.3
The Game of Their Lives,47,7.5
Maniac,47,7.0
The Dry Land,47,8.2
Open Windows,47,8.2
Heaven Is for Real,47,4.6
The Giver,47,6.2
Ong Bak 2,47,6.4
Monogamy,47,6.6
Wyatt Earp,47,6.6
Fanny,47,0
Spring Fever,47,0
Blair Witch,47,4.7
The Skeleton Key,47,9.1
Hotel Transylvania,47,6.9
A Teacher,47,5.9
Rock of Ages,47,5.9
The X Files: I Want to Believe,47,6.3
The Good Guy,47,7.6
The Alamo,47,6.3
Marathon,47,8.7
Hollywood Homicide,47,8.7
Like Mike,47,5.9
Big Trouble,47,9.1
Cats & Dogs,47,6.1
U.S. Marshals,47,6.7
The Odd Life of Timothy Green,47,6.1
Semi-Pro,47,5.8
Perrier's Bounty,47,7.9
The Returned,47,5.5
Lakeview Terrace,47,4.8
Everybody's Fine,47,7.4
Tales from Earthsea,47,6.3
National Lampoon's European Vacation,47,4.0
"Lebanon, Pa.",47,4.0
Slipstream,47,4.0
Gypsy 83,47,7.6
Interior. Leather Bar.,47,5.4
November,47,8.8
44 Inch Chest,47,5.2
Just Like Heaven,47,8.8
Before I Disappear,47,7.3
The A-Team,47,7.1
Just Friends,47,6.6
At the Devil's Door,47,5.7
Phyllis and Harold,47,6.3
24 Hours on Craigslist,47,6.3
The Disappearance of Finbar,47,6.3
Dangerous Minds,47,6.3
Nostalgia,47,6.0
Anything But Love,47,6.0
The Other Side of the Bed,47,6.0
Hey Arnold! The Movie,47,6.0
Secret Society,47,6.5
The Idiots,47,6.5
In Secret,47,7.1
3 Dancing Slaves,46,5.0
A Country Called Home,46,5.0
Black Rock,46,3.9
Perfect,46,5.1
Alien Abduction,46,5.1
The Tenants,46,8.1
Around the Bend,46,8.1
Autumn,46,6.6
Newsies,46,6.6
The Dilemma,46,5.7
Gringo,46,5.1
Typhoon,46,6.3
Now You See Me 2,46,6.3
The Little Death,46,6.8
Maybe Baby,46,6.5
Miss Julie,46,8.2
Payback,46,8.7
Dr. Dolittle,46,6.7
The Dead Pool,46,7.6
Red Tails,46,5.8
Burke and Hare,46,6.1
London Town,46,7.1
The Broken Tower,46,7.1
Mercy,46,7.1
Agnes and His Brothers,46,7.1
The Flowers of War,46,7.1
Flirt,46,7.3
Clay Pigeons,46,7.3
In the Cut,46,6.7
Foreign Sister,46,5.5
Deliver Us from Eva,46,5.5
The Nanny Diaries,46,6.2
Reservation Road,46,6.9
Guarding Tess,46,8.2
Dr. Seuss' The Lorax,46,6.0
Lolita,46,7.7
The Oranges,46,7.2
Toy Soldiers,46,5.0
We Are Your Friends,46,5.0
Seed of Chucky,46,3.4
Ashby,46,5.8
Extremely Loud and Incredibly Close,46,5.9
Lavender,46,4.3
Immortals,46,5.8
"Kiss Me, Guido",46,4.3
The NeverEnding Story,46,7.1
Mirror Mirror,46,5.3
Beyond the Sea,46,7.1
Breakin' All the Rules,46,8.5
Food of Love,46,8.5
Festival in Cannes,46,7.0
28 Days,46,6.2
The Calling,46,6.1
The Ringer,46,5.7
The Sorcerer's Apprentice,46,6.2
Hunky Dory,46,0
Pumpkin,46,8.7
Bobby G. Can't Swim,46,6.5
Revolution OS,46,6.5
Greenfingers,46,8.1
Me Myself I,46,8.2
Crazy in Alabama,46,8.2
Blue Streak,46,9.0
Life of the Party,46,5.2
Come and Find Me,46,5.2
The Last of Robin Hood,46,4.0
The Devil and Father Amorth,46,6.6
She's the Man,45,6.6
Flipped,45,7.9
Tracers,45,7.2
[REC] 3: Genesis,45,4.9
Krull,45,6.5
Pain & Gain,45,6.5
Straw Dogs,45,6.0
Black or White,45,7.7
Odd Thomas,45,7.6
Joe Versus the Volcano,45,7.3
Little Darlings,45,7.3
Coldwater,45,7.3
A Night in Old Mexico,45,5.3
The Singing Detective,45,8.4
American Assassin,45,5.7
The Boy,45,5.6
God's Sandbox,45,8.5
Close Your Eyes,45,8.5
Club Dread,45,8.5
Mona Lisa Smile,45,6.9
Bully,45,9.1
The Bone Collector,45,5.3
Evening,45,5.0
The Protector 2,45,4.8
Takers,45,8.0
Factory Girl,45,6.4
The Wayward Cloud,45,7.4
Pretty Persuasion,45,8.0
Still Life,45,2.4
Dragonball: Evolution,45,2.4
Happythankyoumoreplease,45,6.3
White on Rice,45,6.4
Whatever Works,45,6.4
End of the Spear,45,8.0
Hoodwinked!,45,6.7
Girl in Progress,45,5.4
Extraordinary Measures,45,6.5
The Girl from Monday,45,5.5
Into the Blue,45,5.5
Jack and Diane,45,5.6
The People I've Slept With,45,6.1
What the Bleep!?: Down the Rabbit Hole,45,6.1
Love Object,45,7.6
How to Deal,45,8.2
The Three Marias,45,5.4
The Weight of Water,45,5.4
The Sum of All Fears,45,5.9
King of the Jungle,45,6.6
Proof of Life,45,6.6
Boomerang,45,6.0
The Invasion,45,7.1
Where in the World Is Osama Bin Laden?,45,6.2
"Peace, Love, & Misunderstanding",45,6.1
Mini's First Time,45,7.9
The Greatest,45,6.9
Hank and Asha,45,5.5
Colombiana,45,5.5
Fantastic Four: Rise of the Silver Surfer,45,6.6
Justice League,45,6.7
The Twilight Saga: Breaking Dawn - Part 1,45,4.6
Get Rich or Die Tryin',45,5.1
Firewall,45,7.2
Finding Joe,45,8.8
Five Nights in Maine,45,8.8
Mr. Brooks,45,8.8
Madea's Big Happy Family,45,4.8
Kill Your Friends,45,5.8
Brave New Jersey,45,8.1
Evergreen,45,8.1
Love Me If You Dare,45,8.1
Latter Days,45,7.7
Maid in Manhattan,45,5.5
Life as a House,45,7.6
The Little Vampire,45,8.8
Whiteboyz,45,8.0
Valiant,45,5.4
American Dreamz,45,4.4
Wonder Wheel,45,5.8
Come What May,45,8.6
The Possession,45,8.6
Miral,45,7.8
Pirates of the Caribbean: On Stranger Tides,45,6.3
23 Blast,45,3.6
The Paperboy,45,5.8
Unforgettable,45,3.3
Blade,45,8.8
JeruZalem,45,4.9
Digging Up the Marrow,45,0
The Last Ride,45,0
Bootmen,45,7.7
Rules of Engagement,45,6.4
The Deep End of the Ocean,45,6.7
All Cheerleaders Die,45,5.7
Legends of the Fall,45,7.1
Off Label,44,5.8
The Incredible Burt Wonderstone,44,5.8
Rails & Ties,44,6.4
Salt and Fire,44,5.8
Postman Pat: The Movie,44,6.8
The Girl and Death,44,6.5
Perfect Sisters,44,6.5
Klimt,44,6.4
Wild Horses,44,5.0
K-9,44,6.6
Brief Interviews with Hideous Men,44,6.6
Miracles from Heaven,44,5.9
School for Scoundrels,44,8.0
Frankie and Johnny Are Married,44,7.5
A Slipping-Down Life,44,7.5
Kate & Leopold,44,8.8
Boys Life 3,44,6.8
Saban's Power Rangers,44,6.8
I Am I,44,6.1
Oz the Great and Powerful,44,6.1
Joyful Noise,44,6.3
Rush Hour 3,44,6.4
A Million Ways to Die in the West,44,5.2
Casuistry: The Art of Killing a Cat,44,5.1
The 'Burbs,44,8.2
All the Boys Love Mandy Lane,44,6.2
Three Men and a Cradle,44,7.8
Bushwick,44,7.8
The Love Punch,44,4.0
Coming Soon,44,7.5
Chaos Theory,44,7.5
The Code,44,5.6
Pearl Harbor,44,5.6
Love & Sex,44,6.8
Committed,44,8.5
The Ninth Gate,44,8.7
The Closer You Get,44,8.1
Brokedown Palace,44,8.1
Road to Paloma,44,7.0
Skills Like This,44,8.0
The Jacket,44,8.9
Kingsman: The Golden Circle,44,6.5
The Miracle Season,44,8.8
Dough,44,5.8
Drive Angry 3D,44,5.8
Carbon Nation,44,7.6
In My Country,44,7.6
The Twilight Saga: New Moon,44,4.0
Brain Donors,44,6.1
The Legend of Tarzan,44,6.1
By the Sea,44,5.8
Rapture-Palooza,44,5.5
Stomp the Yard,44,7.0
Stalin's Wife,44,4.7
Kidnap,44,4.7
Dear Dictator,44,3.3
Sympathy for Delicious,44,4.6
Henry Poole Is Here,44,7.0
Fidel,44,6.9
Vatel,44,6.5
Pacific Rim: Uprising,44,5.1
The Brothers Grimsby,44,6.1
Peter and Vandy,44,6.4
Hyena Road,44,5.6
Hotel Transylvania 2,44,7.2
Zoe,44,9.4
Churchill,44,9.4
A Good Old Fashioned Orgy,44,7.6
Two Weeks,44,7.3
The Belko Experiment,44,5.0
Hostage,44,9.0
Man in the Chair,44,6.8
Second Best,44,6.8
Reaching for the Moon,44,6.3
Walking Tall,44,7.5
Man of the Century,44,4.4
Come Out and Play,44,4.8
Schizopolis,44,5.8
Who's Harry Crumb?,44,4.2
The Inbetweeners Movie,44,4.2
Renaissance Man,44,5.8
The Long Kiss Goodnight,44,8.6
Delivery Man,44,6.2
Barely Lethal,44,4.9
Faster,44,6.7
Last Action Hero,44,8.8
It Runs in the Family,44,4.7
The Center of the World,44,8.6
Kikujirô no natsu,44,8.6
Plunkett & Macleane,44,8.3
Twilight Zone: The Movie,44,7.1
Manhattan Night,44,5.1
Cut Bank,44,6.2
Sexual Dependency,44,7.3
"See No Evil, Hear No Evil",44,0
Transformers: Dark of the Moon,42,5.7
Below Her Mouth,42,5.3
Strangerland,42,5.3
Madea's Witness Protection,42,5.0
Lost River,42,6.7
Devil's Knot,42,6.0
The Toxic Avenger,42,7.8
The Perfect Game,42,7.8
Mental,42,4.9
Voice from the Stone,42,5.9
Hollywood Buddha,42,6.4
Along Came a Spider,42,6.4
Night at the Museum: Battle of the Smithsonian,42,5.6
#Horror,42,3.6
Good People,42,5.2
Aliens in the Attic,42,5.7
Abraham Lincoln: Vampire Hunter,42,5.8
Orphan,42,8.8
RoboCop 2,42,6.0
Supergirl,42,6.0
The Last House on the Left,42,6.0
Next,42,6.1
Celsius 41.11: The Temperature at Which the Brain... Begins to Die,42,4.6
High Tension,42,6.6
Take Me Home Tonight,42,6.3
Julian Schnabel: A Private Portrait,42,8.0
Bel Ami,42,8.0
The Boy,42,6.6
Godspeed,42,7.0
The Decoy Bride,42,7.0
Tennessee,42,7.3
Jem and the Holograms,42,2.6
A Bad Moms Christmas,42,4.6
The Star,42,6.0
Trash Fire,42,5.2
Breakfast of Champions,42,5.2
Hope Floats,42,7.0
The Replacement Killers,42,8.8
Barnyard,42,5.5
Arthur Newman,42,7.2
PCU,42,4.7
Alex Rider: Operation Stormbreaker,42,4.7
The Loss of Sexual Innocence,42,4.5
Superman III,42,4.5
Suburbicon,42,4.1
Courageous,42,7.5
The Woman in Black 2: Angel of Death,42,4.3
Return to Oz,42,8.0
King Arthur: Legend of the Sword,41,7.2
Princess Kaiulani,41,7.8
Splinterheads,41,7.8
Jailbait,41,7.7
History Lessons,41,7.7
Bubble Boy,41,7.7
Celebrity,41,5.7
Holy Man,41,4.9
Knowing,41,6.1
Journey 2: The Mysterious Island,41,5.7
Beverly Hills Chihuahua,41,4.0
Larry Crowne,41,5.7
"Milwaukee, Minnesota",41,6.3
Mad Money,41,6.3
John Tucker Must Die,41,5.7
War of the Buttons,41,4.3
The Sorcerer and the White Snake,41,6.9
What to Expect When You're Expecting,41,5.5
Godzilla 2000,41,7.2
Luminarias,41,6.0
Next Friday,41,6.0
Big Daddy,41,8.2
Crocodile Dundee II,41,7.5
Johnny Got His Gun,41,7.5
The Week Of,41,5.5
G.I. Joe: Retaliation,41,5.2
Two Drifters,41,4.7
White Rabbit,41,4.7
The Other Side of the Door,41,4.7
Every Which Way But Loose,41,6.0
Machete Kills,41,6.0
Gator,41,7.0
TMNT,41,7.0
False Confessions,41,4.8
Battleship,41,4.8
Stella Street,41,8.8
Torque,41,8.8
Mambo italiano,41,7.7
What a Girl Wants,41,6.4
Mallrats,41,8.8
Home Again,41,5.6
A Man's Gotta Do,41,8.0
Tango & Cash,41,8.0
Smokey and the Bandit II,41,8.0
Little Ashes,41,8.0
Struck by Lightning,41,6.6
Zerophilia,41,7.1
The Purge,41,5.3
The Female Brain,41,6.3
Resident Evil: Extinction,41,6.3
Stand Up Guys,41,8.0
Tonight You're Mine,41,0
Porky's,40,7.4
The Day the Earth Stood Still,40,4.7
Dune,40,6.6
Ash Wednesday,40,6.6
Duets,40,8.3
The Cell,40,8.9
Peaceful Warrior,40,7.6
Marilyn Hotchkiss' Ballroom Dancing & Charm School,40,7.4
Butter,40,6.6
Beastly,40,5.5
X-Men Origins: Wolverine,40,5.3
Brick Mansions,40,5.5
Leatherface,40,5.3
Dracula Untold,40,6.4
Aftermath,40,7.3
My Little Pony: The Movie,39,7.3
Green Lantern,39,5.8
Inhale,39,6.6
Confusion of Genders,39,3.7
Angel Eyes,39,3.7
Simon Birch,39,7.2
The Change-Up,39,5.8
Percy Jackson: Sea of Monsters,39,5.1
Swing Kids,39,8.3
Jumanji,39,7.7
Four Lovers,39,6.0
Jigsaw,39,6.0
Dark Places,39,6.0
Fame,39,4.4
Twist,39,8.2
Dirty Dancing: Havana Nights,39,8.2
Dead Man Down,39,8.7
An Innocent Man,39,4.9
Captain Ron,39,4.9
Clash of the Titans,39,4.9
Pirates of the Caribbean: Dead Men Tell No Tales,39,6.2
Irene in Time,39,5.7
"The Goods: Live Hard, Sell Hard",39,5.7
Why Him?,39,5.7
The Green Hornet,39,6.8
First Kill,39,5.9
Zipper,39,4.9
The Barber,39,4.0
St. Trinian's,39,6.1
Death in Love,39,6.9
The Wedding Weekend,39,6.9
National Treasure,39,6.9
Bringing Down the House,39,6.5
Just a Kiss,39,1.0
Bait,39,1.0
Need For Speed,39,6.5
Nights in Rodanthe,39,4.6
Dirty Weekend,39,5.7
Life as We Know It,39,5.7
Zaytoun,39,5.8
Pompeii,39,5.2
Queen of the Desert,39,6.5
The Edge of Love,39,6.5
Aftershock,39,5.9
Flashdance,39,5.8
Adventures of Power,39,7.2
Provoked: A True Story,39,5.3
Alvin and the Chipmunks,39,5.3
Man of the Year,39,5.1
Silk,39,5.5
The Bodyguard,39,7.2
Growing Up and Other Lies,39,7.2
Never Back Down,39,7.2
Synchronicity,39,5.7
Just Like a Woman,39,4.6
Southlander: Diary of a Desperate Musician,39,7.5
High Heels and Low Lifes,39,7.5
The Sword and the Sorcerer,39,5.8
Moonwalkers,39,5.8
Dot the I,39,7.7
Angels Sing,39,5.0
The Wraith,39,5.0
Paul Blart: Mall Cop,39,5.0
Intruders,39,5.6
Virtuosity,39,1.3
Beauty and the Beast,39,5.7
Resident Evil: Retribution,39,5.1
The Gunman,39,4.5
In the Face of Evil: Reagan's War in Word and Deed,39,7.3
When Will I Be Loved,39,5.1
Daddy Day Care,39,5.5
World Traveler,39,4.8
Big Stone Gap,39,4.8
Creepshow 2,39,5.8
Legendary,39,6.4
Police Academy 2: Their First Assignment,39,5.5
Down Periscope,39,5.5
Runaway Bride,39,5.5
The Other Woman,39,5.2
The Numbers Station,39,5.3
The Sitter,39,7.2
I Love Your Work,39,5.7
Alexander,39,5.3
Mutant Aliens,39,0
Restless,39,0
The Expendables 3,35,5.8
7 Minutes,35,5.1
A Nightmare on Elm Street,35,5.1
Loosies,35,6.3
Stateside,35,6.2
The Perfect Score,35,6.2
102 Dalmatians,35,4.9
Conversations with God,35,5.5
The Last Exorcism Part II,35,3.4
What's Your Number?,35,5.4
Mirrors,35,6.0
