title,metacritic_score,user_score
Warrior,71,8.6
I Will Follow,71,7.5
Far from the Madding Crowd,71,7.5
Sleepwalk with Me,71,6.8
Tales from the Gimli Hospital,71,7.0
Separate Lies,71,7.0
No One Knows About Persian Cats,71,6.8
Where the Wild Things Are,71,6.5
Paint It Black,71,5.3
Run & Jump,71,5.3
Animals,71,7.2
Ingrid Goes West,71,7.2
Blood Brother,71,7.5
In Search of Beethoven,71,8.1
Roman de gare,71,8.1
Letters from Baghdad,71,8.9
Collateral,71,8.9
Carandiru,71,7.1
Carnage,71,5.0
A Woman Is a Woman,71,7.7
Shadow of the Vampire,71,8.8
Earth,71,8.1
Twin Falls Idaho,71,7.8
Pleasantville,71,8.8
Waiting for Guffman,71,7.4
House of Sand and Fog,71,9.3
Grbavica: The Land of My Dreams,71,7.2
Magnificent Desolation: Walking on the Moon 3D,71,7.1
Lourdes,71,7.1
Clockers,71,7.3
The Mighty Quinn,71,7.4
Things Change,71,7.4
Don't Breathe,71,7.4
Molly's Game,71,7.6
Neshoba,71,7.3
Whitey: United States of America v. James J. Bulger,71,7.3
Beyond the Gates,71,7.8
I Am Big Bird: The Caroll Spinney Story,71,5.1
Strongman,71,7.7
Aliens of the Deep,71,7.7
Mayor of the Sunset Strip,71,7.8
The Big Picture,71,6.5
Sketches of Frank Gehry,71,7.8
Rare Exports: A Christmas Tale,71,7.5
Elite Squad: The Enemy Within,71,8.8
Holes,71,7.8
In July,71,7.5
Tape,71,7.0
"Jails, Hospitals & Hip-Hop",71,7.2
Waking Ned Devine,71,7.2
"Her Majesty, Mrs. Brown",71,7.1
Black Book,71,8.1
Girls Trip,71,5.5
Next Goal Wins,71,5.5
The Way He Looks,71,8.8
Florence Foster Jenkins,71,7.0
Splash,71,5.2
Remote Area Medical,71,5.2
Dragonslayer,71,5.2
The Farewell Party,71,5.2
Francofonia,71,5.2
Mavis!,71,6.4
Drinking Buddies,71,6.4
71 Fragments of a Chronology of Chance,71,7.7
Manda Bala (Send a Bullet),71,6.7
The Descent,71,8.8
Rana's Wedding,71,5.8
The Yes Men Fix the World,71,8.0
The Road,71,6.4
Dawn of the Dead,71,8.7
Rain,71,4.7
Sunshine,71,8.6
Marcello Mastroianni: I Remember,71,5.5
October Sky,71,8.5
Men in Black,71,8.7
Get On Up,71,7.0
Mesrine: Killer Instinct,71,8.2
Big Sonia,71,7.3
I Like Killing Flies,71,7.3
Donnie Darko,71,7.7
Tomorrow,71,8.2
Bliss,71,8.2
The Boys of Baraka,71,7.8
Ghostbusters,71,8.3
Our Brand Is Crisis,71,7.8
Games of Love and Chance,71,5.1
Tikkun,71,7.1
Mrs Henderson Presents,71,7.1
Mohawk,71,6.1
Sworn Virgin,70,6.1
The Agony and the Ecstasy of Phil Spector,70,6.1
The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,70,6.1
Fort Tilden,70,6.1
The Motel,70,6.9
Double Dare,70,6.3
Yossi & Jagger,70,6.8
Year of the Dog,70,6.6
A Murder in the Park,70,7.0
Bird People,70,7.0
The Pruitt-Igoe Myth,70,7.6
The Yellow Sea,70,7.6
The Last Circus,70,6.0
Earth Days,70,6.5
Who the #$&% Is Jackson Pollock?,70,6.5
The Blossoming of Maximo Oliveros,70,8.6
Batman Begins,70,8.6
Empathy,70,8.4
Cure,70,8.4
Bad Company,70,6.1
Quills,70,7.3
The Tao of Steve,70,8.6
Hamlet,70,6.2
A Walk on the Moon,70,4.2
Good Will Hunting,70,8.8
In & Out,70,1.9
Smoke,70,8.1
Standard Operating Procedure,70,7.6
"I Love You, Man",70,7.9
Ushpizin,70,7.4
The Walk,70,7.4
The Barbarian Invasions,70,5.6
Dior and I,70,7.8
Rock 'n' Roll High School,70,5.7
Long Way North,70,5.7
Maidentrip,70,5.7
Wait for Your Laugh,70,7.8
Friday Night Lights,70,7.8
Swimming Pool,70,6.2
Narc,70,8.5
Shadow Boxers,70,8.5
The Cup,70,8.5
Galaxy Quest,70,8.5
Sweet and Lowdown,70,8.1
A Moment of Innocence,70,6.5
Bringing Out the Dead,70,3.7
Cookie's Fortune,70,7.6
The Broken Circle Breakdown,70,7.9
Jason Becker: Not Dead Yet,70,7.4
Passione,70,7.4
Portrait of Wally,70,7.4
Art Bastard,70,7.4
King Corn,70,7.4
Light Sleeper,70,7.0
All These Sleepless Nights,70,7.0
Gabrielle,70,7.0
East of Havana,70,7.0
Vicky Cristina Barcelona,70,7.0
Public Enemies,70,7.2
Tsotsi,70,7.8
Countdown to Zero,70,6.7
Lost Embrace,70,6.0
Final Portrait,70,6.0
Raiders!: The Story of the Greatest Fan Film Ever Made,70,5.6
The Nice Guys,70,7.6
The Little Prince,70,7.5
A Shot in the Dark,70,7.3
Monsters and Men,70,7.3
The Curious Case of Benjamin Button,70,7.3
Owning Mahowny,70,7.2
Devils on the Doorstep,70,8.3
Girlfight,70,7.0
Love & Basketball,70,8.2
Spring,70,7.2
More Than Honey,70,7.7
Out of the Blue,70,7.4
Unstrung Heroes,70,5.6
Colossal,70,6.2
The Day After,70,7.0
Citizen Jane: Battle for the City,70,7.0
Blank City,70,7.0
Roger & Me,70,7.0
Bad Lieutenant,70,7.0
About Last Night...,70,6.8
Last Cab to Darwin,70,6.8
Electric Shadows,70,6.7
Big Fan,70,7.1
House of Sand,70,8.5
Mia Madre,70,6.1
Test,70,6.8
The Evil Dead,70,8.5
Grease,70,8.7
"Turn Me On, Dammit!",70,8.5
Hunter Gatherer,70,7.6
Gremlins,70,7.6
Prisoner of Paradise,70,7.7
Millennium Actress,70,7.7
Thirteen,70,9.0
Freaky Friday,70,8.2
Personal Velocity: Three Portraits,70,7.3
The Emperor's New Groove,70,8.7
Better Living Through Circuitry,70,4.0
Kadosh,70,4.0
10 Things I Hate About You,70,6.9
Sleep Tight,70,7.5
The Brand New Testament,70,6.8
Merry Christmas,70,8.0
Waging a Living,70,8.1
The Adventures of Buckaroo Banzai Across the 8th Dimension,70,7.3
Heartbeats,70,7.3
Sun Don't Shine,70,8.2
Gunner Palace,70,8.2
The Skin I Live In,70,8.1
Curse of the Golden Flower,70,7.5
Shall We Kiss?,70,5.0
Rock the Bells,70,5.6
"Jia Zhangke, A guy from Fenyang",70,5.6
Sunshine Superman,70,8.1
How to Eat Your Watermelon in White Company (and Enjoy It),70,8.7
Sorry to Bother You,70,8.7
Love Songs,70,8.7
The Science of Sleep,70,7.8
Elephant,70,7.2
Elling,70,6.6
Primary Colors,70,8.5
Nenette and Boni,70,6.6
Ed Wood,70,6.6
The Syrian Bride,70,8.1
Meet the Patels,70,8.0
A Brave Heart: The Lizzie Velasquez Story,70,6.4
Strange Culture,70,7.4
Twist of Faith,70,7.4
A Man Called Ove,70,7.4
Liar Liar,70,8.8
On the Job,70,7.0
Dead Calm,70,8.5
Captain America: The Winter Soldier,70,8.5
Informant,70,7.0
Mindhorn,70,7.0
The Hoax,70,8.5
Who Killed the Electric Car?,70,8.6
Outsourced,70,7.3
"Don't Worry, He Won't Get Far on Foot",70,8.2
Teddy Bear,70,8.2
Fados,70,7.1
Journey from the Fall,70,8.0
Going Upriver: The Long War of John Kerry,70,8.2
Our Father,70,8.0
Pellet,70,8.0
Tosca,70,4.7
Pauline and Paulette,70,4.7
The Opposite of Sex,70,7.8
I Am Divine,70,7.1
Wuthering Heights,70,7.1
Only Human,70,5.4
21 Grams,70,8.0
Merchants of Doubt,70,8.2
The Lady in the Van,70,6.8
The Letter: An American Town and the 'Somali Invasion',70,8.4
Queen to Play,70,6.3
Eyes Wide Open,70,8.5
Caramel,70,7.6
Save the Green Planet!,70,5.7
Rampart,70,6.0
The Painting (Le Tableau),70,6.9
Pulse,70,7.2
Pure,70,7.8
Sacco and Vanzetti,70,8.0
Lethal Weapon 2,70,8.6
City Slickers,70,8.1
Ginger Snaps,70,8.1
The Spanish Prisoner,70,7.3
Circle of Friends,70,5.6
Die Hard,70,5.6
1922,70,7.1
Cat's Eye,70,8.0
Brimstone & Glory,70,7.7
Life of Riley,70,7.7
Donkey Skin (re-release),70,7.7
A Town Called Panic,70,8.5
!Women Art Revolution,70,6.9
Contagion,70,6.9
Almost There,70,8.6
Lenny Cooke,70,8.6
Fido,70,8.6
Pieces of April,70,8.8
Adanggaman,70,6.8
Mein liebster Feind - Klaus Kinski,70,6.8
The School of Flesh,70,4.9
Your Friends & Neighbors,70,4.9
Faults,70,7.7
Bad Santa,70,8.8
A Ciambra,70,9.0
Waking Sleeping Beauty,70,7.5
The Nile Hilton Incident,70,7.4
Killing Them Safely,70,6.0
It Might Get Loud,70,8.3
District B13,70,8.6
Cronos,70,8.6
Warlords,70,6.3
Double Lover,70,7.4
Berlin Syndrome,70,5.8
I.O.U.S.A.,70,6.5
Fearless,70,8.4
Louder Than Bombs,70,6.9
Cedar Rapids,70,7.0
At the Edge of the World,70,5.8
Who Gets to Call It Art?,70,5.8
Happy Christmas,70,5.8
Évocateur: The Morton Downey Jr. Movie,70,7.4
Strayed,70,7.4
Chalk,70,8.2
Lars and the Real Girl,70,8.2
In Pursuit of Silence,70,7.7
Boy,70,7.7
Clerks,70,8.7
Tears of the Black Tiger,69,6.3
Thumbsucker,69,7.2
The Cruise,69,7.1
Kicks,69,7.1
Inglourious Basterds,69,7.8
The Mermaid,69,7.1
Never Let Me Go,69,7.9
Bombshell: The Hedy Lamarr Story,69,8.7
Batman,69,8.3
In Another Country,69,7.0
Babel,69,6.6
Man from Reno,69,6.0
Unstoppable,69,6.9
The Bad Lieutenant: Port of Call - New Orleans,69,6.8
Brave,69,7.3
Viva,69,7.5
Crash,69,8.7
Trading Places,69,8.5
Slither,69,4.2
Girlhood,69,7.7
Undercover Brother,69,8.5
Amélie,69,7.4
Enter the Void,69,7.0
Dung che sai duk,69,6.8
Revolutionary Road,69,7.3
Live Free or Die Hard,69,6.9
Up for Grabs,69,8.1
Mysterious Object at Noon,69,8.1
The Beautiful City,69,8.1
The Dead Zone,69,8.7
Palo Alto,69,6.7
"Yoo-Hoo, Mrs. Goldberg",69,6.5
Training Day,69,9.0
Body Double,69,7.9
Lion,69,7.9
The September Issue,69,6.8
Fresh Dressed,69,7.5
Amour Fou,69,7.5
Beeswax,69,6.6
Cinderella Man,69,8.9
The Last Lions,69,8.4
I Went Down,69,8.3
Happy Together,69,8.3
The Cooler,69,6.6
The Little Hours,69,6.3
Chasing Trane: The John Coltrane Documentary,69,6.6
Fatima,69,6.6
Hannah Arendt,69,6.6
Head Games,69,7.8
Frontrunners,69,7.8
Giorni e nuvole,69,7.8
Be Here to Love Me: A Film About Townes Van Zandt,69,7.8
Warm Water Under a Red Bridge,69,6.3
River of Grass,69,8.3
Evil Dead II,69,8.3
Escape from the Planet of the Apes,69,5.1
Duplicity,69,5.1
The Painted Veil,69,8.5
It,69,7.8
Funny Games,69,5.2
Digging for Fire,69,5.8
Peepli Live,69,6.8
Black Gold,69,7.3
Cold Souls,69,5.8
Butterfly Tongues,69,7.2
The Sleeping Beauty,69,7.0
Just Another Love Story,69,7.0
Life During Wartime,69,5.5
The Unknown Known,69,6.8
Kill Me Please,69,8.5
The Ignorant Fairies,69,8.5
Monster's Ball,69,3.9
Small Time Crooks,69,6.9
Ride with the Devil,69,7.1
There's Something About Mary,69,8.8
Operation Avalanche,69,6.7
Polina,69,4.3
Diana Vreeland: The Eye Has to Travel,69,7.2
Bill W.,69,5.9
High Plains Drifter,69,5.9
What Our Fathers Did: A Nazi Legacy,69,5.9
Blockers,69,5.9
White Reindeer,69,4.8
Big Star: Nothing Can Hurt Me,69,7.3
Alps,69,6.0
Stakeout,69,8.0
The Avengers,69,8.0
Venus in Fur,69,7.5
The Matchmaker,69,8.5
Barton Fink,69,8.5
Antarctica: A Year on Ice,69,8.0
The New World,69,6.8
Imelda,69,8.0
Nurse Betty,69,0.9
Slums of Beverly Hills,69,8.7
The Big Lebowski,69,8.7
American Hardcore,69,8.0
This Divided State,69,6.6
Hide Your Smiling Faces,69,7.3
Moka,69,8.2
Zero Motivation,69,8.2
Joshua,69,6.1
Post Tenebras Lux,69,6.8
Gook,69,5.5
You Ain't Seen Nothin' Yet,69,4.0
Forgiving Dr. Mengele,69,6.8
Horns and Halos,69,6.5
The Dangerous Lives of Altar Boys,69,8.2
The Last September,69,5.8
The Girl Next Door,69,5.8
How to Make Money Selling Drugs,69,8.8
Chronicle,69,7.3
Arthur Christmas,69,7.5
Youth,69,7.0
Our Souls at Night,69,7.0
Chronic,69,6.3
Into the Woods,69,6.0
The Other Dream Team,69,7.9
Beautiful Darling,69,8.2
The Adventures of Baron Munchausen,69,8.2
The Outlaw Josey Wales,69,8.7
Doctor Zhivago,69,8.7
Beirut,69,6.4
Blue Jay,69,7.9
I Used to Be Darker,69,4.6
Captain Underpants: The First Epic Movie,69,6.9
Charlie Wilson's War,69,6.9
Predestination,69,8.0
Kings of Pastry,69,7.2
Fan-Fan the Tulip,69,7.2
Everyday Sunshine: The Story of Fishbone,69,7.2
The Underneath,69,8.7
Absolute Wilson,69,5.1
The Last Winter,69,5.1
Chicken with Plums,69,7.2
Lover for a Day,69,6.8
People Say I'm Crazy,69,6.8
Le bossu,69,6.0
Sunshine State,69,6.0
Go Tigers!,69,7.9
"O Brother, Where Art Thou?",69,7.9
The Eyes of Tammy Faye,69,5.4
The Towering Inferno,69,5.4
Solitary Man,69,5.4
Bastards,69,5.8
The Bank Job,69,7.7
Nathalie...,69,6.5
Talk to Me,69,8.0
Nuclear Nation,69,8.3
Arthur,69,8.3
Even the Rain (Tambien la Lluvia),69,8.3
William Eggleston in the Real World,69,7.0
Steal a Pencil for Me,69,9.0
The Challenge,69,9.0
The Seven Five,69,9.0
Out in the Dark,69,8.5
The Elephant in the Living Room,69,6.5
Collateral Damages,69,5.8
Zero Day,69,5.8
Friday Night,69,8.7
Space Station 3D,69,8.7
Ginger & Rosa,69,6.8
Live Flesh,69,6.6
Patriots Day,69,7.1
Slacker,69,8.2
The Armor of Light,69,7.3
Manhunt,69,7.3
First Match,69,7.3
The Fault in Our Stars,69,7.3
The Last Family,69,6.6
Welcome to Me,69,6.6
Knightriders,69,8.0
21 Jump Street,69,8.0
A Gay Girl in Damascus: The Amina Profile,69,6.6
Redbelt,69,6.6
Vodka Lemon,69,7.6
Fair Game,69,6.8
"Good Morning, Night",69,7.3
World's Greatest Dad,69,7.4
Guncrazy,69,8.7
A Taxi Driver,69,8.7
Romantics Anonymous,69,7.8
The Drop,69,7.5
Rocky,69,8.7
The Company Men,69,6.4
Chicago 10,69,6.8
Wilbur Wants to Kill Himself,69,8.1
Kill Bill: Vol. 1,69,8.7
The Wild Thornberrys Movie,69,7.0
Goyangileul butaghae,69,7.0
Divided We Fall,69,7.6
3 Backyards,69,6.7
The Monster,69,6.0
Scott Pilgrim vs. the World,69,8.3
Fear(s) of the Dark,69,7.4
The Go-Getter,69,7.6
Operation Filmmaker,69,8.0
Above and Beyond,69,8.0
Eva Hesse,69,6.9
Crazy Love,69,6.9
Beetlejuice,69,8.7
Man Up,69,7.1
The Exploding Girl,69,6.7
Dayveon,69,7.6
Starter for 10,69,7.6
The Birth of a Nation,69,5.4
"The Good, the Bad, the Weird",69,7.6
Kurt Cobain About a Son,69,7.6
Monsieur Ibrahim,69,8.2
Stoked: The Rise and Fall of Gator,69,7.9
The Cuckoo,69,7.0
Changing Lanes,69,9.0
Intimacy,69,7.8
Audition,69,8.4
Adorenarin doraibu,69,8.7
Hitler's Children,69,8.7
Ong Bak,69,8.7
Do Not Resist,69,7.0
We Live in Public,69,7.0
Sightseers,69,6.5
Uncertain Terms,68,6.8
The Milk of Sorrow,68,6.2
A Dry White Season,68,8.2
Infamous,68,8.2
Star Trek Beyond,68,6.7
A Sinner in Mecca,68,6.9
Martin,68,6.9
Icarus,68,6.9
Primo Levi's Journey,68,7.5
North Country,68,7.5
Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),68,7.3
Bullhead,68,7.3
The Business of Being Born,68,6.8
Peggy Guggenheim: Art Addict,68,8.8
The Cotton Club,68,7.4
Like Crazy,68,7.4
Terms and Conditions May Apply,68,7.0
"My Love, Don't Cross That River",68,6.2
Equity,68,6.2
Art and Craft,68,7.8
The Hunger Games,68,7.0
The Yes Men,68,7.1
In My Skin,68,6.4
A Housekeeper,68,6.4
Così ridevano,68,8.2
Jump Tomorrow,68,8.2
Chain Camera,68,8.0
The War Zone,68,8.2
eXistenZ,68,3.1
Buffalo '66,68,8.8
Requiem for a Dream,68,8.8
Step Up To The Plate,68,7.7
Valentino: The Last Emperor,68,7.7
A Somewhat Gentle Man,68,8.8
Bhutto,68,7.5
Casino Jack and the United States of Money,68,8.3
"Moscow, Belgium",68,7.1
Applause,68,7.1
August Evening,68,7.5
Smash His Camera,68,7.5
Babe: Pig in the City,68,6.8
Doubt,68,7.8
Addiction Incorporated,68,7.5
Pierrepoint,68,7.5
Braveheart,68,8.7
"Crazy, Stupid, Love",68,7.5
Deepwater Horizon,68,7.3
End of Watch,68,7.7
Apocalypto,68,7.5
Dirty Rotten Scoundrels,68,8.6
Potiche,68,6.3
Girls Can't Swim,68,2.5
Burnt Money,68,7.8
Alice et Martin,68,6.5
Twister,68,7.2
The Adventures of Tintin,68,7.8
The Meddler,68,6.6
The Conjuring,68,8.2
Becket (re-release),68,7.5
Bopha!,68,8.4
The World's Fastest Indian,68,8.4
The Kindergarten Teacher,68,5.4
A Place at the Table,68,5.4
Song of Granite,68,5.4
I Am the Pretty Thing That Lives in the House,68,5.4
They Call It Myanmar: Lifting the Curtain,68,6.8
$9.99,68,6.8
Sembene!,68,8.5
Here,68,8.5
Paul Goodman Changed My Life,68,8.5
The Homesman,68,6.6
Raising Arizona,68,8.6
Henry Fool,68,7.4
Used Cars,68,7.4
We Need to Talk About Kevin,68,7.4
Watermark,68,5.7
Leonard Cohen: I'm Your Man,68,6.9
Early Man,68,6.4
The East,68,7.8
Monster House,68,8.4
Beatriz at Dinner,68,5.2
Black Mass,68,7.6
The Wave,68,6.6
The Hateful Eight,68,7.5
"If You Don't, I Will",68,7.5
Fire in the Blood,68,7.5
The Edukators,68,7.5
Hearts and Minds (re-release),68,6.6
Noi the Albino,68,7.7
Goodbye Lenin!,68,8.9
Valley of Tears,68,8.9
Babí léto,68,8.9
Shaolin Soccer,68,8.9
Family Fundamentals,68,7.2
Mule Skinner Blues,68,7.2
Born Romantic,68,7.2
Back to School,68,8.8
10,68,8.8
The Great Train Robbery,68,8.8
The Illusionist,68,8.8
Office Space,68,6.6
Una Noche,68,5.8
Queen and Country,68,6.8
Charlotte's Web,68,6.8
The End of the Line,68,7.7
The Howling,68,5.8
Professor Marston & the Wonder Women,68,5.8
Chuck,68,7.0
Chavela,68,7.4
The Girl in the Book,68,7.4
For Your Consideration,68,6.1
The Childhood of a Leader,68,7.0
Hustle & Flow,68,9.0
My Friend Dahmer,68,8.1
"The Adventures of Priscilla, Queen of the Desert",68,7.8
Compliance,68,6.5
Why Don't You Play in Hell?,68,8.0
Bon voyage,68,7.5
Miracle,68,7.8
Heaven,68,7.7
The Bourne Identity,68,7.5
Bread and Tulips,68,7.8
Winter Sleepers,68,6.7
Little Voice,68,8.7
Abundant Acreage Available,68,7.4
Meet the Fokkens,68,7.4
Last Ride,68,7.4
Popstar: Never Stop Never Stopping,68,7.4
Take This Waltz,68,6.5
Bears,68,7.2
Off the Map,68,7.7
Clueless,68,8.3
Heartbeat Detector,68,6.1
Land Ho!,68,6.1
Thank You for Your Service,68,6.3
Imperium,68,6.7
To Die Like a Man,68,6.9
Europa Report,68,6.9
Romántico,68,7.1
Nobody Speak: Trials of the Free Press,68,2.5
The Blackcoat's Daughter,68,6.6
Archangel,68,7.5
The Last Mogul,68,7.5
Fort Bliss,68,7.5
The Secret Life of Words,68,8.1
Soul Food,68,6.6
Other People,68,6.6
Vision: From the Life of Hildegard Von Bingen,68,5.3
Shanghai Ghetto,68,6.6
Sorcerer,68,6.6
Fletch,68,6.6
Girl Model,68,6.6
John Wick,68,8.1
An Inconvenient Sequel: Truth to Power,68,6.4
"The Way, Way Back",68,7.9
The Desert Bride,68,7.8
Chef,68,7.8
Client 9: The Rise and Fall of Eliot Spitzer,68,7.0
Detropia,68,8.0
Why We Fight,68,7.7
The Lesson,68,6.5
Anita,68,6.5
Tales from the Golden Age,68,7.8
Women Without Men,68,5.9
Down Terrace,68,5.9
Journey to the West,68,6.9
My King,68,6.7
Stations of the Cross,68,6.7
The Harvest,68,6.7
Rise of the Planet of the Apes,68,7.8
With God on Our Side: George W. Bush and the Rise of the Religious Right in America,68,7.2
Son of the Bride,68,7.2
Theeviravaathi: The Terrorist,68,7.7
Shall We Dance?,68,7.7
The Black Balloon,68,7.8
Timecrimes,68,6.9
Friends with Money,68,5.6
Oh Lucy!,68,7.5
Jesús,68,7.5
Bethlehem,68,7.5
Mad Detective,68,6.9
Hair,68,6.6
My Cousin Vinny,68,8.0
Red Obsession,68,1.6
X2: X-Men United,68,8.8
Iraq for Sale: The War Profiteers,68,7.2
Carny,68,7.3
Delirious,68,7.3
Big River Man,68,5.9
Stripes,68,5.9
Paranormal Activity,68,5.9
Theater of War,68,6.7
Afterglow,68,6.7
Kisses,68,6.7
Swimming to Cambodia,68,6.2
Honeydripper,68,6.2
The Double,68,6.4
"Kumiko, The Treasure Hunter",68,6.8
Memories of Tomorrow,68,7.9
The Beauty Academy of Kabul,68,8.3
Etoiles: Dancers of the Paris Opera Ballet,68,8.3
I Remember Me,68,8.3
Erleuchtung garantiert,68,8.3
Eyes Wide Shut,68,6.0
Night on Earth,68,8.5
The Place Beyond the Pines,68,8.5
Brigsby Bear,68,7.6
Batman Returns,68,7.6
Purple Butterfly,68,7.4
Page One: A Year Inside the New York Times,68,6.8
Some Kind of Hero,68,5.1
The Cool School,68,5.1
Paris,68,5.1
Star Wars: Episode III - Revenge of the Sith,68,7.6
Fratricide,68,7.9
The Assassination of Jesse James by the Coward Robert Ford,68,7.9
Fracture,68,8.7
Departures,68,7.9
Avengers: Infinity War,68,8.6
Jeremiah Tower: The Last Magnificent,68,7.9
Ghost Stories,68,7.9
Inequality for All,68,8.7
One Life,68,7.5
Santoalla,68,6.8
El Crimen Perfecto (The Perfect Crime),68,6.8
No No: A Dockumentary,68,7.3
The Valet,68,7.3
People Places Things,68,7.9
12 O'Clock Boys,68,4.6
The New Black,68,7.1
Protagonist,68,7.1
Awesome; I Fuckin' Shot That!,68,7.1
The Inheritance,68,8.4
The Italian Job,68,8.9
Reykjavík,68,7.7
Come Undone,68,8.2
Santitos,68,7.9
A Civil Action,68,7.9
Never Say Never Again,68,6.3
Voyage of Time: Life's Journey,68,6.3
Neighbors,68,6.3
War Dance,68,7.0
Jude,68,7.2
Top Secret!,68,5.5
Noah,68,5.4
Small Town Crime,68,6.6
A River Runs Through It,68,7.2
The Nightmare,68,3.5
In the Basement,68,7.0
Whip It,68,7.0
Z for Zachariah,68,6.0
Marvin's Room,68,8.4
Praying with Lior,68,6.8
The Housemaid,68,6.8
The President's Last Bang,68,7.4
Vazante,68,7.4
The Ballad of Genesis and Lady Jaye,68,7.4
Everybody Knows,68,7.4
Primer,68,7.4
The Girl on the Train,68,5.3
Four Lions,68,7.8
The Falcon and the Snowman,68,7.9
Sophie's Choice,68,7.9
Into Eternity,68,6.9
The Pleasures of Being Out of Step,68,6.9
The Good Thief,68,6.9
Guinevere,68,6.8
Jurassic Park,68,8.8
The President,67,7.5
The Divine Order,67,7.5
Bluebird,67,8.9
S#x Acts,67,8.9
Gladiator,67,8.9
Moon,67,8.4
Last Days in the Desert,67,5.7
Band Aid,67,7.5
Forgetting Sarah Marshall,67,7.5
Home,67,7.6
American Promise,67,7.6
The Galapagos Affair: Satan Came to Eden,67,7.6
Harmony and Me,67,7.7
Snow Angels,67,7.7
Dig Two Graves,67,6.1
Naked Lunch,67,6.5
The Judge,67,7.3
Hush,67,7.3
Almost Peaceful,67,6.4
Ghosts of the Abyss,67,6.4
Ha-Chaverim Shel Yana,67,7.6
Thirteen Days,67,7.6
Mad Max,67,6.9
Interiors,67,6.0
Queen of the Sun: What Are the Bees Telling Us?,67,6.0
Robot and Frank,67,8.1
At Close Range,67,6.0
Future Weather,67,6.0
Children of Invention,67,8.7
In Bruges,67,8.7
Ned Rifle,67,8.0
"Synecdoche, New York",67,7.9
Running on Empty,67,7.7
The Vessel,67,7.7
Over the Edge,67,7.7
Been Rich All My Life,67,7.7
Nocturnal Animals,67,7.7
Russian Dolls,67,6.8
Bolt,67,8.5
In Search of Mozart,67,8.2
The Well Digger's Daughter,67,8.6
Lethal Weapon,67,8.6
Elevate,67,7.4
Bananas,67,7.4
T2 Trainspotting,67,7.4
This Is the End,67,7.1
Sound of My Voice,67,7.5
The Door in the Floor,67,8.6
It Came from Kuchar,67,8.6
Steel City,67,8.6
Fatal Attraction,67,8.6
Hellaware,67,7.6
Mondovino,67,7.6
Fahrenheit 9/11,67,6.0
Fellini: I'm a Born Liar,67,6.9
25th Hour,67,8.7
Berlin Babylon,67,8.7
Stir of Echoes,67,8.7
Summer of Sam,67,1.1
An Ideal Husband,67,7.9
Die Hard 2,67,8.6
Blaze,67,7.9
The Wall,67,7.9
The China Hustle,67,4.6
Magician: The Astonishing Life and Work of Orson Welles,67,4.6
Kite,67,8.8
RoboCop,67,8.8
Parched,67,8.0
Alive Inside,67,8.0
The Iran Job,67,7.5
Ip Man 2,67,7.5
The Take,67,5.9
Canvas,67,5.9
The Stanford Prison Experiment,67,7.7
Escape Fire: The Fight to Rescue American Healthcare,67,7.1
The Armstrong Lie,67,7.1
The Ambassador,67,7.0
Meadowland,67,7.0
Melancholian 3 huonetta,67,6.7
The Family Fang,67,6.8
Sammy and Rosie Get Laid,67,8.2
Rosenwald,67,8.2
My Bodyguard,67,8.2
Willy Wonka & the Chocolate Factory,67,8.2
2 Days in Paris,67,6.5
Walking and Talking,67,6.2
Last Days,67,5.2
Finding Neverland,67,7.9
Young Adam,67,6.7
A Decade Under the Influence,67,6.5
Better Luck Tomorrow,67,7.2
Cremaster 3,67,6.3
The Business of Strangers,67,5.0
Life and Debt,67,8.3
Ghost Dog: The Way of the Samurai,67,7.9
Les Cowboys,67,7.1
Haywire,67,7.1
Tales of the Rat Fink,67,5.9
XXY,67,7.8
The New Radical,67,8.1
As You Are,67,8.1
Kink,67,8.1
Meduzot,67,8.1
Chappaquiddick,67,7.8
A Late Quartet,67,7.3
"Good Morning, Vietnam",67,8.2
Mrs Palfrey at The Claremont,67,8.2
Korengal,67,6.9
Shallow Grave,67,8.7
Better Watch Out,67,5.7
Kung Fu Panda 2,67,7.7
Lynch,67,8.4
The Ninth Day,67,7.5
The Flower of Evil,67,8.9
Open Range,67,8.9
An Affair of Love,67,7.0
Enemy of the State,67,8.6
Ronin,67,8.7
Private Parts,67,8.7
The Ides of March,67,7.1
A Guide to Recognizing Your Saints,67,7.0
Poison,67,4.6
FernGully: The Last Rainforest,67,4.6
Watermarks,67,4.6
Flow: For Love of Water,67,7.8
The Perks of Being a Wallflower,67,8.7
The History of Future Folk,67,8.6
Tom at the Farm,67,7.6
The Circle,67,7.5
The Last Starfighter,67,8.3
Southwest of Salem: The Story of the San Antonio Four,67,8.3
London River,67,8.3
"Jesus, You Know",67,4.5
The Disappearance of Eleanor Rigby: Her,67,6.8
Buena Vista Social Club: Adios,67,5.5
A Master Builder,67,5.5
Garbo: The Spy,67,5.5
Music from the Inside Out,67,7.4
The Sapphires,67,7.5
Garden State,67,8.8
Ivansxtc,67,7.4
The Green Prince,67,5.2
The Myth of the American Sleepover,67,6.1
Saint of 9/11,67,7.9
The Year My Parents Went on Vacation,67,7.9
Dark River,67,5.8
Crystal Fairy & The Magical Cactus,67,5.8
While You Were Sleeping,67,8.9
Visual Acoustics,67,7.5
Alice's House,67,7.5
